$\mu / t$,0.0,2.0202020202020203,4.040404040404041,6.06060606060606,8.080808080808081,10.1010101010101,12.12121212121212,14.14141414141414,16.161616161616163,18.18181818181818,20.2020202020202,22.22222222222222,24.24242424242424,26.26262626262626,28.28282828282828,30.3030303030303,32.323232323232325,34.34343434343434,36.36363636363636,38.38383838383838,40.4040404040404,42.424242424242415,44.44444444444444,46.464646464646464,48.48484848484848,50.505050505050505,52.52525252525252,54.54545454545455,56.56565656565656,58.58585858585859,60.6060606060606,62.62626262626262,64.64646464646465,66.66666666666666,68.68686868686868,70.7070707070707,72.72727272727272,74.74747474747474,76.76767676767676,78.78787878787878,80.8080808080808,82.82828282828282,84.84848484848483,86.86868686868685,88.88888888888889,90.90909090909089,92.92929292929293,94.94949494949495,96.96969696969695,98.98989898989899,101.01010101010101,103.03030303030302,105.05050505050504,107.07070707070707,109.0909090909091,111.1111111111111,113.13131313131312,115.15151515151514,117.17171717171718,119.19191919191918,121.2121212121212,123.23232323232321,125.25252525252525,127.27272727272727,129.2929292929293,131.31313131313132,133.33333333333331,135.35353535353536,137.37373737373736,139.3939393939394,141.4141414141414,143.43434343434345,145.45454545454544,147.47474747474746,149.49494949494948,151.5151515151515,153.53535353535352,155.55555555555554,157.57575757575756,159.59595959595958,161.6161616161616,163.63636363636363,165.65656565656565,167.67676767676767,169.69696969696966,171.7171717171717,173.7373737373737,175.75757575757575,177.77777777777777,179.79797979797976,181.81818181818178,183.8383838383838,185.85858585858585,187.87878787878788,189.8989898989899,191.91919191919192,193.9393939393939,195.95959595959593,197.97979797979798,199.99999999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15151515151515
0.00101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,15.15151515151515,25.252525252525253
0.00202020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,10.1010101010101,15.15151515151515,20.2020202020202,25.252525252525253,35.35353535353535
0.0030303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,10.1010101010101,10.1010101010101,15.15151515151515,20.2020202020202,25.252525252525253,30.3030303030303,40.4040404040404,50.505050505050505
0.00404040404040404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,10.1010101010101,10.1010101010101,15.15151515151515,15.15151515151515,20.2020202020202,25.252525252525253,30.3030303030303,35.35353535353535,40.4040404040404,50.505050505050505,60.6060606060606
0.00505050505050505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,10.1010101010101,10.1010101010101,10.1010101010101,15.15151515151515,15.15151515151515,20.2020202020202,20.2020202020202,25.252525252525253,30.3030303030303,35.35353535353535,40.4040404040404,45.45454545454545,55.55555555555555,60.6060606060606,70.7070707070707
0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,10.1010101010101,10.1010101010101,10.1010101010101,15.15151515151515,15.15151515151515,20.2020202020202,20.2020202020202,25.252525252525253,25.252525252525253,30.3030303030303,35.35353535353535,40.4040404040404,45.45454545454545,50.505050505050505,55.55555555555555,65.65656565656565,75.75757575757575,80.8080808080808
0.007070707070707071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,10.1010101010101,10.1010101010101,10.1010101010101,15.15151515151515,15.15151515151515,15.15151515151515,20.2020202020202,20.2020202020202,25.252525252525253,25.252525252525253,30.3030303030303,35.35353535353535,40.4040404040404,45.45454545454545,50.505050505050505,55.55555555555555,60.6060606060606,70.7070707070707,75.75757575757575,85.85858585858585,90.9090909090909
0.00808080808080808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,5.05050505050505,10.1010101010101,10.1010101010101,10.1010101010101,10.1010101010101,15.15151515151515,15.15151515151515,15.15151515151515,20.2020202020202,20.2020202020202,25.252525252525253,25.252525252525253,30.3030303030303,30.3030303030303,35.35353535353535,40.4040404040404,45.45454545454545,50.505050505050505,55.55555555555555,60.6060606060606,65.65656565656565,70.7070707070707,80.8080808080808,85.85858585858585,95.95959595959596,106.06060606060605
